song,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,song_label,clusters_kmeans
I Do,Weezer,0.654,0.794,-6.288,0.0284,0.00769,0.00134,0.165,0.678,114.62,3DPFVtTwKQfTo3rkhOh1GI,200053,R,7
Got Some,Pearl Jam,0.464,0.905,-5.38,0.0694,0.000179,3.2e-06,0.212,0.565,164.252,2M9PoKjIXeRnjZfYeuhNFk,182533,R,0
The Way I Was,Maroon 5,0.543,0.911,-2.921,0.032,0.0109,0.0,0.278,0.522,120.055,4m5p3yHalxFSH1TmTHXkUZ,258893,R,8
Charade,Skids,0.627,0.898,-6.307,0.0969,0.0304,0.000287,0.0308,0.952,156.07,2FkhmoXtlNHBDfQxS2onV2,234733,R,7
Your Picture,Camera Obscura,0.559,0.192,-17.835,0.0396,0.917,0.0978,0.109,0.216,123.238,6mdjgmawjkeviJQYyNoUI0,188667,R,1
Sway,The Pussycat Dolls,0.703,0.743,-5.799,0.0351,0.511,0.0,0.114,0.834,125.988,422GShEyXcvfDXiqJ1gXIM,192040,R,7
A Message To You Rudy,The Specials,0.903,0.452,-8.491,0.0505,0.105,5.18e-05,0.27,0.969,102.742,49slT7gVW0zj1KIG8w6DoL,172920,R,7
Transparency,White Denim,0.506,0.953,-6.052,0.039,0.139,0.123,0.353,0.795,90.019,565UiNEzuV5ZtewKKR4Yq2,146627,R,7
The Real Slim Shady,Eminem,0.949,0.661,-4.244,0.0572,0.0302,0.0,0.0454,0.76,104.504,3yfqSUWxFvZELEM4PmlwIR,284200,R,7
Banquet (Phones Disco Edit),Bloc Party,0.635,0.877,-8.546,0.0444,0.000784,0.104,0.459,0.921,149.959,3ZQK3zrHOHFZtgvIL6W2eW,324667,R,7
Robot Soul (Radio Edit),Cosmo Vitelli,0.515,0.91,-4.535,0.07,4.42e-05,1.6e-05,0.303,0.532,135.046,2gIVqrC5BG8BMeO9r1qtCr,208533,R,0
Destroy Everything You Touch,Ladytron,0.528,0.782,-6.17,0.0314,0.00928,2.21e-05,0.179,0.719,120.311,7z5xueAygjpMdd7hT8zAY3,276508,R,7
En Algun Lugar,Duncan Dhu,0.527,0.859,-6.685,0.0687,0.176,0.0866,0.157,0.443,74.214,3UIENhLRdFIOuRan92cAQu,235627,R,8
Whataya Want From Me,Adam Lambert,0.44,0.683,-4.732,0.0489,0.00706,0.0,0.0593,0.445,185.948,2rDwdvBma1O1eLzo29p2cr,227320,R,0
(I Can\'t Get Me No) Satisfaction,Devo,0.878,0.655,-11.821,0.155,0.166,0.0228,0.0636,0.963,102.16,5FzBxhIsZBFXDTVGWtV4IQ,160093,R,7
Rio,Duran Duran,0.544,0.873,-7.425,0.0525,0.0415,1.82e-05,0.0925,0.676,140.902,43eBgYRTmu5BJnCJDBU5Hb,337333,R,0
Bark At The Moon,Ozzy Osbourne,0.303,0.961,-5.333,0.243,0.00253,6.2e-05,0.132,0.305,146.591,2E7W1X4maFFcjHrVrFA7Vs,257120,R,0
Red River Rock,Johnny & the Hurricanes,0.339,0.935,-4.802,0.103,0.662,0.000749,0.182,0.783,151.348,643QHUvRNchbEDfcDvMILB,138240,R,0
All That She Wants (Banghra Version),Ace of Base,0.742,0.706,-9.298,0.0513,0.000429,0.73,0.22,0.591,93.748,372oGXavXzqZJp5hzXxZlu,257120,R,3
Live It Up,Willy Mason,0.527,0.13,-13.536,0.0479,0.673,1.73e-05,0.112,0.131,96.327,6CMlJnVuiXqJo8boSmz3Y6,243213,R,1
As I Rise,The Decemberists,0.674,0.433,-11.106,0.0416,0.517,0.00458,0.369,0.703,113.78,6zSRFbVN08lw7wI99nTxAd,134320,R,1
September,Ryan Adams & The Cardinals,0.374,0.0766,-17.74,0.0387,0.632,0.0001,0.109,0.239,117.162,1SiCtau1nkwR7lbxykOmpX,149533,R,1
Tessie,Dropkick Murphys,0.257,0.894,-3.164,0.0625,0.0116,0.0,0.295,0.502,141.93,27hX5P9TCxw9LW8p8AkwMU,255533,R,0
Blue Mind,Alexi Murdoch,0.64,0.296,-20.646,0.0324,0.564,0.525,0.093,0.285,117.374,6tyet1qdKaRRYNfZ3BtvFj,315813,R,5
Shelter Me,Train,0.748,0.825,-6.224,0.0304,0.0204,1.4e-05,0.197,0.812,100.099,4ZBkocFvIL8vjLmjllHP2q,213693,R,7
Wrestlers,Hot Chip,0.907,0.46,-6.787,0.0559,0.544,0.00132,0.344,0.261,129.954,5IQa3C87mUpZawAFAu5mdW,226958,R,1
Goliath,The Mars Volta,0.218,0.995,-3.981,0.438,0.00192,0.00812,0.475,0.162,158.441,2OIca10vMnqiJyDELHiPJb,435453,R,4
Spirits In The Material World,The Police,0.833,0.663,-7.859,0.058,0.273,0.016,0.0327,0.859,141.551,4frelkLhC4ATqJH9VGJztu,179067,R,7
Back At One,Brian McKnight,0.661,0.346,-9.115,0.03,0.452,0.0,0.131,0.256,129.752,6mwA6YiKDjAUG8kWvRRUPh,263667,R,1
Marciano (I Turned Into A Martian),Molotov,0.773,0.863,-5.84,0.0491,0.0413,3.1e-06,0.0742,0.296,109.008,6JyiKXAFeheQ8NEk94GxA0,248693,R,8
Monster,Lady GaGa,0.694,0.801,-4.503,0.0441,0.00124,0.0,0.479,0.646,119.969,2WgyOP8Z1D6GQYumCwH4Dk,249280,R,2
The Caterpillar,The Cure,0.745,0.813,-8.313,0.0361,0.207,0.000503,0.437,0.87,123.883,52TvlkVyCQkCCehvE9nVFU,221747,R,7
Keep It Loose_ Keep It Tight,Amos Lee,0.582,0.232,-11.693,0.0451,0.876,1.32e-06,0.107,0.238,131.599,69dDr3w8IIcOGKwlW5XntT,188080,R,1
California Waiting,Kings Of Leon,0.423,0.808,-4.808,0.0563,0.0159,9.91e-05,0.117,0.616,159.55,6LhN47wHHsSzlbVzsXe7cY,208693,R,0
Hysteric,Yeah Yeah Yeahs,0.573,0.674,-6.537,0.0277,0.000228,0.169,0.103,0.385,132.036,0sYM2UAQhOvrFGj9C3HARt,230347,R,8
Rain On Your Parade,Duffy,0.479,0.749,-3.478,0.0461,0.0338,1.46e-06,0.471,0.241,139.675,6Nglmo92oW39OIartzIdBK,208267,R,2
The Way She Moves,Forever The Sickest Kids,0.567,0.814,-5.632,0.0494,0.0701,1.11e-06,0.314,0.587,99.997,0AbaY48jpi61GaNMRL0cCl,222773,R,8
Thousand Ways,The Tallest Man On Earth,0.475,0.457,-8.166,0.0304,0.916,1.79e-06,0.0815,0.194,123.148,6mdPnvKRkn0HvsxzYuFDLP,173413,R,1
Impossible Germany,Wilco,0.553,0.727,-6.395,0.0254,0.584,0.138,0.113,0.507,104.95,6L0BBPYeWnaQJeDa0ox0IA,357160,R,8
Wasteland,10 Years,0.409,0.783,-5.083,0.0731,0.000422,0.000354,0.0664,0.313,145.541,3pO37BXsjMC2wApALxGbuB,229867,R,0
One Headlight,The Wallflowers,0.701,0.539,-8.968,0.0277,0.000655,0.005,0.0589,0.752,107.531,0z1b34WikhOH9ZxU8QDWcv,312627,R,7
An Ocean Between Us,As I Lay Dying,0.437,0.997,-3.95,0.115,1.39e-05,0.00624,0.133,0.0419,112.523,2wVY3XAbaIK0Kw2fzpuTSN,253080,R,8
Carol,Spook And The Guay,0.609,0.843,-5.461,0.0552,0.000863,0.349,0.114,0.418,97.847,7gpHcWB9SjmZUUIW0Pacpo,235120,R,8
Warning Sign,Coldplay,0.532,0.433,-9.423,0.0278,0.0942,0.0121,0.142,0.0395,140.666,4bPkBHKLKd9WHizsvM2zV3,331133,R,8
High Speed,Coldplay,0.495,0.525,-9.342,0.0301,0.396,0.00736,0.0961,0.249,154.466,2DHgvPQD1jApRnT1DBZdrS,256467,R,1
Época,Gotan Project,0.787,0.617,-6.87,0.0457,0.0628,0.17,0.104,0.706,91.0,5EMTuiSD6NTqnQOmWgNQxg,268507,R,7
Me & Mrs. You,Michael Bublé,0.633,0.338,-9.305,0.0316,0.713,0.0,0.287,0.643,117.133,6l6bBZT7h0jbYaBLKsCCTW,126587,R,1
Red Right Ankle,The Decemberists,0.571,0.228,-12.12,0.0295,0.872,1.25e-05,0.0895,0.452,92.576,19SQClbnnxu1dn17arriPZ,209293,R,1
The Good Old Days,The Libertines,0.417,0.755,-5.18,0.0788,0.104,7.44e-06,0.152,0.543,106.331,41Jjohd1CAkoGCSpOjjTBn,179533,R,8
Stay,Lisa Loeb & Nine Stories,0.64,0.415,-11.656,0.045,0.718,0.0651,0.101,0.299,155.921,73QZwkXJa4BXj0Lbh82jxA,186096,R,1
Homecoming,Kanye West,0.667,0.747,-7.059,0.189,0.337,0.0,0.115,0.918,86.917,4iz9lGMjU1lXS51oPmUmTe,203493,R,7
I Hate Myself For Loving You,Joan Jett & The Blackhearts,0.611,0.882,-11.225,0.0538,0.0847,1.08e-06,0.192,0.605,117.932,2HXixVqzzm9rEUIMAWzshl,246800,R,7
Encore Break,Pearl Jam,0.498,0.544,-14.208,0.616,0.962,0.000105,0.988,0.528,96.159,5TcObhNZRv0nGF6ewC0VnR,37573,R,4
Gears,Future Rock,0.492,0.767,-7.469,0.0296,7.26e-05,0.509,0.0842,0.551,129.964,0B4EGvp8d5PiiM9TtFXzEl,241853,R,3
If You Were A Sailboat,Katie Melua,0.59,0.239,-13.522,0.0412,0.705,0.000135,0.117,0.188,87.039,1rU6EmTMGecBM6qhXODx9E,242613,R,1
The Lengths,The Black Keys,0.404,0.508,-5.893,0.0265,0.952,0.000807,0.164,0.278,143.911,7nl6fbpRrLAED8KR2pUgTp,294933,R,1
City Love,John Mayer,0.651,0.548,-6.036,0.0304,0.00576,5.58e-05,0.145,0.411,67.604,5O3fUsQQBFxW8SH1kHthDH,240200,R,8
Underwater World,ATB,0.774,0.899,-9.693,0.0418,0.294,0.862,0.084,0.191,123.267,51BS9cn1GbOPkhvJB3cISV,251440,R,3
Jolene,Cake,0.498,0.576,-9.853,0.0411,0.305,1.73e-05,0.544,0.847,94.232,3qkdfqjvHbehlvQNTXmzov,319200,R,2
Shadow On The Sun,Audioslave,0.329,0.658,-5.57,0.0373,0.00108,1.56e-06,0.0805,0.288,141.123,2uDwRgwGPjXq0oj0hNCuFc,343400,R,8
No Envy No Fear,Joshua Radin,0.506,0.212,-16.281,0.0366,0.437,0.00598,0.153,0.229,186.646,7GNXRQ7AL3DHAfjgh7BkL8,201040,R,1
Punch You In The Jeans,The Lonely Island,0.879,0.794,-4.161,0.297,0.488,0.0,0.263,0.566,90.537,64qI2ymyP3RcGo0uSixGOX,167053,R,4
Entertain,Sleater-kinney,0.376,0.924,-3.149,0.0798,0.011,0.00332,0.167,0.335,144.401,0Sq6xHWDpECstZ76RKavQY,295680,R,0
Everything In Its Right Place,Radiohead,0.296,0.463,-11.412,0.0449,0.705,0.0482,0.0954,0.0629,123.943,2kRFrWaLWiKq48YYVdGcm8,251427,R,1
You Are So Beautiful,Escape The Fate,0.447,0.891,-5.208,0.0629,0.00937,0.0,0.336,0.617,94.88,6JjO9Q4VXnQ1RPDaWr6iZG,167800,R,8
Aguas De Marco,João Gilberto,0.743,0.277,-15.155,0.0802,0.772,0.00584,0.134,0.84,153.083,0eBxV64rij9gvOqJxpzPHT,323657,R,1
Recess,Muse,0.455,0.602,-6.598,0.0348,0.0175,0.0213,0.269,0.44,140.01,4fv1bVofsMcwqGZpMT6eSv,215173,R,0
She Moves In Her Own Way,The Kooks,0.431,0.81,-5.379,0.066,0.276,0.0,0.0906,0.795,76.412,2SGBEDwsOAOAHrrdAd304i,169307,R,7
Beautiful Friday,Andru Donalds,0.616,0.904,-4.546,0.0505,0.0231,0.0,0.26,0.734,178.012,6GGCxfQRP8dO5UHnYnC82J,240040,R,0
You Never Know,Immortal Technique,0.743,0.759,-8.172,0.179,0.799,0.0,0.147,0.881,156.022,3znun9rP1VsPZfuHC8Ldc6,468160,R,7
Foundations,Kate Nash,0.573,0.916,-3.39,0.0616,0.0795,0.0,0.0784,0.871,84.476,1wi4ti9BYUbwoGJ1EBUVtv,245120,R,7
I\'m Me,Lil Wayne,0.457,0.815,-4.327,0.273,0.031,0.0,0.244,0.237,150.923,63MtsInu01ReWF9M4rl7dq,295360,R,4
Shine Shine,Boys Noize,0.47,0.581,-7.576,0.0543,0.185,0.0862,0.117,0.191,126.03,3XmUmtJ14etZw0nSS8xw6H,360000,R,8
Smile (Radio Edit),Lily Allen,0.632,0.628,-6.572,0.0258,0.00144,0.0,0.214,0.73,95.49,30jNXLY2bFbxSqOIIkNRim,196293,R,7
Asleep On A Sunbeam,Belle & Sebastian,0.617,0.507,-9.807,0.0285,0.595,1.96e-05,0.111,0.79,138.854,747QHq9LVxkKTw1lQrr78J,202800,R,7
Substitute,Clout,0.482,0.792,-7.48,0.0273,0.0254,0.0,0.0641,0.834,103.598,5Crk9lNz4gGTVxTydF57d7,203680,R,7
The Go Getter,The Black Keys,0.646,0.719,-7.192,0.0685,0.159,0.000432,0.0758,0.71,160.008,3Wwd0W89C56cCRilh8HFNs,216947,R,7
Me & U,Cassie Feat. Diddy & Yung Joc,0.819,0.506,-4.965,0.0479,0.376,0.0,0.0945,0.608,99.971,74r0nwfhQyQ5vPYjDoEuve,287947,R,7
You,Radiohead,0.222,0.707,-12.012,0.0578,0.000945,0.00684,0.109,0.298,112.663,5KZ0qobWEFl892YjIC02SE,208667,R,8
The Planets Bend Between Us,Snow Patrol,0.495,0.4,-9.479,0.0296,0.0884,0.000539,0.164,0.141,132.041,0kJxuCRDtnVFAbgT8b2osx,256347,R,8
Divine Hammer,The Breeders,0.344,0.561,-13.642,0.032,0.089,0.814,0.132,0.632,143.698,34X9XeLp4NNtOQZXJIEfmx,161360,R,3
Pro Lover,Usher,0.703,0.62,-5.162,0.231,0.00316,7.27e-05,0.0724,0.61,71.996,7140BL0vb51Y52HZ77VgZ5,302987,R,4
Rainbow,Colbie Caillat,0.649,0.702,-6.39,0.0276,0.461,0.0,0.187,0.657,123.976,2DQumLr0LJfKO9g06Bm53p,236053,R,7
Anthems For a Seventeen Year-Old Girl,Broken Social Scene,0.466,0.446,-9.415,0.0322,0.229,0.0168,0.125,0.403,80.154,0VXp4zDspR993l2hIKW17g,275693,R,8
Falling In,Lifehouse,0.653,0.85,-5.071,0.0283,0.000679,0.0,0.0895,0.496,122.735,3oQLJ4CkXlnrFE13CTsk68,226280,R,8
Plastic People,Four Tet,0.679,0.736,-9.788,0.0568,0.298,0.895,0.231,0.409,123.992,15VrORSMG5FrR5GoSPWsjA,394057,R,3
Ten Cent Pistol,The Black Keys,0.588,0.488,-8.462,0.03,0.325,0.0139,0.18,0.328,104.717,2qoLCpTRYv6h8Vx94hxkvl,269307,R,1
Lift Your Head Up High (And Blow Your Brains Out),Bloodhound Gang,0.902,0.969,-5.96,0.0471,0.0901,0.00291,0.0101,0.678,120.005,0RYjbDa5u3gwrFL6G6rC6L,298227,R,7
Schifrin and Variations,Michael Giacchino,0.337,0.494,-10.011,0.0464,0.592,0.746,0.269,0.227,174.695,6lVgwRbgkAIOD17fXb4MUZ,184520,R,5
Que Lloro,Sin Bandera,0.593,0.415,-9.774,0.03,0.754,4.86e-06,0.117,0.323,139.948,62clthR0fZmLbxeqxVJatQ,240613,R,1
Fiery Crash,Andrew Bird,0.602,0.915,-8.174,0.0468,0.262,0.412,0.123,0.441,136.024,3ZpaCbdt4CtpHHGOhwOa4n,252267,R,3
Cats In The Cradle,Ugly Kid Joe,0.511,0.517,-9.653,0.0328,0.13,0.0,0.074,0.433,75.67,5x9RZg7HfXGY3JayXL3seF,241893,R,8
I Feel Just Like a Child,Devendra Banhart,0.663,0.745,-8.263,0.108,0.624,0.000577,0.603,0.54,109.763,2g2zFqh1qnSK91fqXz47ta,286200,R,2
Burden of Tomorrow,The Tallest Man On Earth,0.488,0.464,-7.935,0.0381,0.846,4.9e-05,0.106,0.485,156.228,022DoLVJCvKytVAfyp8mPw,213787,R,1
My Heart Is An Open Book,Carl Dobkins_ Jr.,0.855,0.269,-12.958,0.0558,0.642,0.0,0.0703,0.819,125.882,4qtJYd4XZAYSTEcTqerc5v,130093,R,1
So Says I,The Shins,0.462,0.754,-3.361,0.0459,0.00843,0.0,0.118,0.475,110.397,6WBNQSfB047hAZ7tusGhqB,168533,R,8
Désolé,Sexion d\'Assaut,0.631,0.482,-6.761,0.121,0.428,0.0,0.0819,0.677,100.013,5NsOnvpjvH9sCz8TyVOmOz,204453,R,7
Jam 292,Jimi Hendrix,0.419,0.868,-9.182,0.0632,0.14,0.89,0.316,0.586,109.442,0Vck4lRQnl859KuSDrLczH,384733,R,3
Give A Little Bit,Supertramp,0.531,0.818,-5.358,0.0452,0.0694,0.0096,0.263,0.471,90.767,6XUHsYE38CEbYunT983O9G,248173,R,8
Sad Lisa,Cat Stevens,0.572,0.197,-16.693,0.0324,0.902,0.0212,0.0881,0.388,112.338,52FZW6u4BM9e1Kh4bewek3,225653,R,1
Your Rocky Spine,Great Lake Swimmers,0.707,0.422,-15.323,0.031,0.65,0.00439,0.202,0.54,94.332,3CecLFOWdbQwc2qdTmHAc8,216453,R,1
What\'s Up?,4 Non Blondes,0.563,0.67,-7.686,0.0287,0.0558,0.0,0.0979,0.366,134.325,3Zqbkpzpyu7O8DPBAGGIIa,253947,R,8
Ceremony,New Order,0.558,0.436,-13.496,0.0269,0.00405,0.742,0.11,0.38,140.757,5CRPGdCSOfstyTVK9Ja5EQ,263600,R,3
Kryptonite,3 Doors Down,0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,6ZOBP3NvffbU4SZcrnt1k6,233933,R,8
Suspicious Minds,Elvis Presley,0.487,0.382,-10.889,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,1H5IfYyIIAlgDX8zguUzns,261280,R,7
Cold December,Matt Costa,0.648,0.597,-7.423,0.0246,0.0157,1.72e-06,0.0987,0.481,111.331,0m2tpb7lsANk5voNcITpkJ,255573,R,8
Video Killed The Radio Star,The Presidents of the United States of America,0.579,0.713,-6.868,0.0579,0.184,0.0,0.102,0.741,140.719,7wck5ORA8dJB8To9rc10gi,202733,R,7
I\'m So Excited,The Pointer Sisters,0.608,0.691,-8.885,0.0356,0.0212,0.0726,0.0935,0.79,182.732,2oCCGj7l4QVmamyoyPh4CR,343333,R,0
Mirando,Ratatat,0.586,0.817,-5.271,0.26,0.0281,0.449,0.365,0.854,179.873,26GjrTtgreXBg4mEFV3Xh6,232147,R,4
Sea Green_ See Blue,JayMay,0.616,0.187,-14.409,0.0414,0.923,6.67e-05,0.127,0.313,117.618,1TY5KmqtwL4rwpdPAsVav6,377200,R,1
Baby Boy [feat. Beyonce],Sean Paul,0.658,0.621,-5.725,0.231,0.0667,2.46e-06,0.142,0.817,91.267,29LHe8kG3PraghUZOZYsw4,246707,R,4
Promise Me,Beverley Craven,0.46,0.232,-14.729,0.0307,0.753,0.0,0.0934,0.293,124.176,4lnjHTyYWBrFGeRXDZaHCL,217014,R,1
Time to Go,Dropkick Murphys,0.362,0.949,-3.099,0.0596,0.0196,0.0,0.0854,0.48,114.079,543QuFu0LhPpbIVdrACJd9,173133,R,8
Santa Monica,Theory Of A Deadman,0.458,0.752,-5.599,0.03,0.00613,0.0,0.307,0.287,62.422,03C0lOgIOKlsJpaF5KtWDE,246547,R,8
Addams Groove,MC Hammer,0.912,0.582,-9.408,0.271,0.0333,0.0,0.0572,0.842,119.996,46jqxETXUwgLRsoMGuwFLa,239040,R,4
Contagious,The Isley Brothers,0.709,0.449,-7.251,0.04,0.24,0.0,0.134,0.204,113.023,7HjJQunSPwkXXVnGeItUEH,346467,R,8
How It Feels To Fly,Alicia Keys,0.554,0.447,-8.573,0.0339,0.276,0.000101,0.119,0.297,141.896,7ahSkRJouFINMWokIywAwG,282613,R,1
Age Of Consent,New Order,0.372,0.91,-5.559,0.0392,0.00101,0.0944,0.13,0.756,161.964,2EEinN4Zk8MUv4OQuLsTBj,315333,R,0
Fall Line,Jack Johnson,0.607,0.367,-9.715,0.0389,0.506,0.00209,0.153,0.738,150.222,4nvYJZca0LmEyKbwumPvsH,95880,R,1
Atrevido,Orishas,0.722,0.771,-9.933,0.222,0.428,0.0,0.581,0.897,190.106,1FDGYQk3OBhlVLiCKIaPmA,242860,R,4
Him,Lily Allen,0.659,0.806,-7.066,0.0364,0.0352,0.00018,0.207,0.654,95.997,56VjPT83daKGewMBElA2sk,198107,R,7
Mr Blue Sky,Electric Light Orchestra,0.388,0.338,-10.054,0.0329,0.652,3.73e-06,0.248,0.478,177.765,2RlgNHKcydI9sayD2Df2xp,303373,R,1
L.A.,Elliott Smith,0.439,0.793,-5.66,0.0349,0.0279,7.09e-05,0.0558,0.396,173.898,7xMklu8GE39dYZBWJMxrBU,194067,R,0
Rescue Me,Fontella Bass,0.678,0.544,-9.468,0.0326,0.668,9.62e-06,0.103,0.963,122.735,1GY8zOFi8rC39xXnD0tKO8,171027,R,7
Fire Woman,The Cult,0.49,0.854,-7.489,0.0407,0.000258,0.000735,0.299,0.443,132.032,2rbcCco3PrSyMinVJdh61J,307960,R,8
Down Home Girl,Old Crow Medicine Show,0.698,0.638,-5.968,0.0372,0.313,2.67e-06,0.0937,0.816,111.204,5hXrzcOyANf6KuNUPnv269,226893,R,7
Sleeping Beauty,A Perfect Circle,0.415,0.742,-5.756,0.0348,0.000258,0.701,0.122,0.555,117.788,0cGPyglLMBrf7fvrD3uPBd,250827,R,3
Carries On,Edward Sharpe & The Magnetic Zeros,0.489,0.358,-10.163,0.0272,0.397,0.000659,0.602,0.327,104.557,256u1AsKhmj5EJVREPNBZi,271489,R,2
Lotus,Cage The Elephant,0.398,0.809,-6.163,0.0359,0.00183,0.0,0.334,0.492,128.483,3cPLWRuXjNsqqNuZRosZaD,196560,R,0
Reversing,Four Tet,0.579,0.791,-19.7,0.0403,0.697,0.914,0.0837,0.316,115.004,4LfKIh5UahhWrs0kZBMF4v,159739,R,5
Warning,Incubus,0.504,0.522,-8.297,0.0259,0.00143,0.000236,0.0958,0.222,81.047,3svBKSy1pru9EEvnRrNqzf,278733,R,8
Be Good Or Be Gone,Fionn Regan,0.596,0.276,-12.508,0.0367,0.942,0.194,0.112,0.431,93.919,2MWkKAf2CoEtERIvi0EUj9,199840,R,1
Por quererte,Efecto Mariposa,0.703,0.833,-3.764,0.0336,0.0762,0.0,0.147,0.887,139.959,35rm7tY2YiGG2H4yDbqj87,254373,R,7
Entre Dos Aguas,Paco De Lucia,0.461,0.654,-12.673,0.0349,0.923,0.874,0.0858,0.924,102.814,5hVqZ5hnvQGT4LOpUVuJUa,360427,R,5
Somebody To Love,Justin Bieber,0.714,0.833,-5.239,0.0259,0.00249,0.0,0.298,0.663,129.964,3rLIv187BhjyweFe89SgLn,220920,R,7
Wish I Stayed,Ellie Goulding,0.568,0.82,-5.305,0.0326,0.128,1.01e-06,0.419,0.629,102.037,64cwPQ0eN21tCBpMg3oSiG,220387,R,8
Dollhouse,Switchblade Symphony,0.479,0.636,-10.887,0.033,0.486,0.0785,0.193,0.459,175.834,126K0Sc3hhF8aGBV2S9oh6,248337,R,0
Malibu,Hole,0.528,0.904,-5.854,0.0343,0.000833,0.0,0.174,0.678,122.372,5bVOX6eyHsML2sB4aMlZEi,230040,R,8
Butterfly Fly Away,Miley Cyrus/Billy Ray Cyrus,0.607,0.281,-12.632,0.0258,0.733,0.000123,0.29,0.468,134.977,2ZTCl6wQMDSMfY4s8GHZdj,189240,R,1
Sure Shot,Beastie Boys,0.692,0.799,-7.924,0.164,0.388,0.0,0.301,0.549,97.978,21REQ1bCUWphT2QK3bLWYQ,199667,R,7
Mr Blue,Yazoo,0.66,0.761,-7.353,0.0341,0.746,0.000339,0.937,0.529,95.006,2cuAY9C8ORODebtC2Z1ANC,243480,R,2
Soul Of A Vagabond,STRATOVARIUS,0.477,0.928,-4.871,0.046,3.75e-05,0.0343,0.0635,0.524,79.976,7f91QpR7GGoJxvXDDgOB4S,441133,R,8
You Never Miss The Water Until The Well Runs Dry,Lindisfarne,0.568,0.712,-8.6,0.0381,0.041,0.017,0.601,0.656,127.115,3FbzQktkRJKnHxy3l2kVxI,250507,R,2
Baila Esta Cumbia,Selena,0.711,0.803,-4.58,0.124,0.52,8.37e-06,0.0987,0.787,182.92,3lFGBrRWUxpTfhhq6lGBRw,161907,R,0
Strawberry Swing,Coldplay,0.378,0.663,-10.476,0.0458,0.00722,0.797,0.191,0.428,173.136,2dphvmoLEXdk8hOYxmHlI3,249667,R,3
I Need To Know,Marc Anthony,0.813,0.949,-2.563,0.0336,0.486,9.75e-06,0.112,0.792,115.061,7ffwRz8lZyDOE4Vj58Lo72,227707,R,7
Die MF Die,Dope,0.657,0.96,-3.524,0.07,0.00169,0.000997,0.109,0.567,126.02,5bU4KX47KqtDKKaLM4QCzh,186067,R,7
Shiver,Maroon 5,0.625,0.925,-4.435,0.342,0.0421,0.0,0.865,0.515,172.017,3T35D5r5tkO6c1KzZ0HCBr,179773,R,4
Love/Hate,Iration,0.602,0.68,-8.177,0.0397,0.0051,3.48e-05,0.349,0.665,163.944,4p9fOTiKvO6GISKcBdQHqY,221787,R,0
Switch,Will Smith,0.877,0.885,-4.966,0.17,0.007,0.000497,0.557,0.517,102.507,2bmxx16hNi3W5FGzfFO9xX,196653,R,4
Punchdrunk Lovesick Singalong,Radiohead,0.286,0.364,-12.584,0.027,0.294,0.0524,0.0848,0.126,88.173,5l8wjltY40pSESSjO0pQ4m,281227,R,1
Take Me Out,Franz Ferdinand,0.277,0.663,-8.821,0.0377,0.000409,0.00051,0.136,0.527,104.561,20I8RduZC2PWMWTDCZuuAN,237027,R,8
Ready For Love,India.Arie,0.54,0.145,-12.775,0.0301,0.804,8.99e-05,0.111,0.186,121.839,20pTzy3iDnAptrhsdEBDyv,268800,R,1
Only Happy When It Rains,Garbage,0.511,0.827,-4.55,0.0323,3.77e-05,0.00103,0.208,0.486,121.459,1IsGA5ceSC4a5nxgAEYnQd,236533,R,8
My Love,Lionel Richie,0.267,0.16,-13.155,0.0362,0.689,0.0,0.086,0.122,62.308,6l9fOwFZ2pZzGUAVnPM76l,244973,R,1
She Blinded Me With Science,Thomas Dolby,0.799,0.755,-11.538,0.0419,0.108,0.169,0.0661,0.975,128.695,6HYf9ZEZKuxy581QVmYA6c,221267,R,7
Change Is Hard,She & Him,0.562,0.375,-8.48,0.0251,0.406,8.8e-05,0.0929,0.215,91.671,4KeeDFvD5JO4UPv7iz86G8,183160,R,1
Groove Me,King Floyd,0.908,0.421,-9.382,0.0648,0.26,0.00065,0.0805,0.861,102.977,1sG3M0yjIYweejCR9Amyh6,183267,R,7
Mirror Song,Live,0.455,0.377,-12.128,0.0337,0.246,3.95e-05,0.0973,0.139,180.277,0WirE9soFSbeq15cg8uIRy,218307,R,1
Word Up,Cameo,0.878,0.84,-13.105,0.064,0.0421,0.0035,0.053,0.882,116.222,7LoGfKBAaOl0nxhodJ1240,260000,R,7
Everything Flows,Teenage Fanclub,0.272,0.783,-13.612,0.0364,0.0166,0.801,0.0707,0.703,123.301,7un2yoOOyMF3teetbjw9GO,313293,R,3
I Am A Man Of Constant Sorrow,The Soggy Bottom Boys,0.564,0.328,-13.096,0.0292,0.666,0.0,0.0915,0.725,85.881,0YwNdeDFbGP6AGwsQrtzdY,190000,R,1
These Days,The Black Keys,0.436,0.288,-10.726,0.0315,0.746,0.00208,0.098,0.268,117.482,3ghXwIS6cr3P5InauKlqFy,311840,R,1
Where Is My Mind?,Pixies,0.519,0.441,-14.178,0.0353,0.0204,0.000453,0.076,0.25,81.334,7wCmS9TTVUcIhRalDYFgPy,234973,R,1
Girls Just Wanna Have Fun,Miley Cyrus,0.515,0.984,-4.218,0.219,0.00504,1.38e-06,0.497,0.376,150.008,5R6bRLwPyEj7LLMSJW766C,186427,R,0
