song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
War Of My Life,John Mayer,0.763,0.428,6,-13.486,0,0.032,0.354,0.0889,0.106,0.474,117.938,audio_features,1Jc3tGa11ITNgph0yewlqn,spotify:track:1Jc3tGa11ITNgph0yewlqn,https://api.spotify.com/v1/tracks/1Jc3tGa11ITNgph0yewlqn,https://api.spotify.com/v1/audio-analysis/1Jc3tGa11ITNgph0yewlqn,255120,4
Lulla,Tinariwen,0.319,0.761,2,-6.507,1,0.0704,0.0279,4.82e-05,0.105,0.714,129.749,audio_features,10vdtnoftBXbzd0rsOvnfu,spotify:track:10vdtnoftBXbzd0rsOvnfu,https://api.spotify.com/v1/tracks/10vdtnoftBXbzd0rsOvnfu,https://api.spotify.com/v1/audio-analysis/10vdtnoftBXbzd0rsOvnfu,229867,4
Incredibad,The Lonely Island,0.695,0.981,10,-1.988,0,0.322,0.435,0,0.154,0.545,94.118,audio_features,1Q5oxa2BjBTmJ7mI3E6umg,spotify:track:1Q5oxa2BjBTmJ7mI3E6umg,https://api.spotify.com/v1/tracks/1Q5oxa2BjBTmJ7mI3E6umg,https://api.spotify.com/v1/audio-analysis/1Q5oxa2BjBTmJ7mI3E6umg,174187,4
Buzzin\',Shwayze,0.85,0.58,2,-8.156,1,0.0563,0.0171,1.41e-06,0.072,0.321,93.018,audio_features,3wQaW4rEZe7AaDrlrX4eDy,spotify:track:3wQaW4rEZe7AaDrlrX4eDy,https://api.spotify.com/v1/tracks/3wQaW4rEZe7AaDrlrX4eDy,https://api.spotify.com/v1/audio-analysis/3wQaW4rEZe7AaDrlrX4eDy,212280,4
Let It Fall,Lykke Li,0.952,0.445,9,-8.085,0,0.0444,0.161,0.0014,0.0584,0.775,106.004,audio_features,7jxNl5VKoUeN3CG9vtKcFw,spotify:track:7jxNl5VKoUeN3CG9vtKcFw,https://api.spotify.com/v1/tracks/7jxNl5VKoUeN3CG9vtKcFw,https://api.spotify.com/v1/audio-analysis/7jxNl5VKoUeN3CG9vtKcFw,162200,4
Break Out! Break Out!,All Time Low,0.352,0.862,4,-6.521,1,0.0585,4.24e-05,0,0.298,0.491,179.769,audio_features,6b23XfrLswilUCsHQHPY1i,spotify:track:6b23XfrLswilUCsHQHPY1i,https://api.spotify.com/v1/tracks/6b23XfrLswilUCsHQHPY1i,https://api.spotify.com/v1/audio-analysis/6b23XfrLswilUCsHQHPY1i,183573,4
Stranger Things,Local Natives,0.435,0.529,0,-8.008,1,0.0359,0.159,0.0773,0.0895,0.387,169.866,audio_features,4DBM1MCVGJMUA9y2num2aL,spotify:track:4DBM1MCVGJMUA9y2num2aL,https://api.spotify.com/v1/tracks/4DBM1MCVGJMUA9y2num2aL,https://api.spotify.com/v1/audio-analysis/4DBM1MCVGJMUA9y2num2aL,345733,3
There She Goes_ My Beautiful World (Amsterdam),Nick Cave & The Bad Seeds,0.275,0.956,7,-4.495,0,0.0741,0.39,0,0.626,0.247,130.16,audio_features,7uFUrJZZvbGn8Tlk3x7NzV,spotify:track:7uFUrJZZvbGn8Tlk3x7NzV,https://api.spotify.com/v1/tracks/7uFUrJZZvbGn8Tlk3x7NzV,https://api.spotify.com/v1/audio-analysis/7uFUrJZZvbGn8Tlk3x7NzV,329987,4
The Carpal Tunnel Of Love,Fall Out Boy,0.466,0.941,2,-2.82,0,0.0497,0.00184,7.9e-06,0.34,0.599,140.765,audio_features,6FAUi2Xm6RCF0wpwG8oXGZ,spotify:track:6FAUi2Xm6RCF0wpwG8oXGZ,https://api.spotify.com/v1/tracks/6FAUi2Xm6RCF0wpwG8oXGZ,https://api.spotify.com/v1/audio-analysis/6FAUi2Xm6RCF0wpwG8oXGZ,203840,4
Speed Of Life,Sugarland,0.51,0.884,8,-4.238,1,0.0737,0.0343,0,0.207,0.647,142.442,audio_features,3kXPdCaM6ZnAb7xvK275OZ,spotify:track:3kXPdCaM6ZnAb7xvK275OZ,https://api.spotify.com/v1/tracks/3kXPdCaM6ZnAb7xvK275OZ,https://api.spotify.com/v1/audio-analysis/3kXPdCaM6ZnAb7xvK275OZ,247000,4
Super Freak,Rick James,0.838,0.794,9,-8.245,0,0.0531,0.22,0,0.0575,0.962,132.446,audio_features,2dCmGcEOQrMQhMMS8Vj7Ca,spotify:track:2dCmGcEOQrMQhMMS8Vj7Ca,https://api.spotify.com/v1/tracks/2dCmGcEOQrMQhMMS8Vj7Ca,https://api.spotify.com/v1/audio-analysis/2dCmGcEOQrMQhMMS8Vj7Ca,205467,4
A Little More Country Than That,Easton Corbin,0.64,0.6,11,-8.534,1,0.0318,0.0795,1.5e-06,0.106,0.593,84.969,audio_features,7LrZ3SczM7zlUkVlhevPp2,spotify:track:7LrZ3SczM7zlUkVlhevPp2,https://api.spotify.com/v1/tracks/7LrZ3SczM7zlUkVlhevPp2,https://api.spotify.com/v1/audio-analysis/7LrZ3SczM7zlUkVlhevPp2,172227,4
Speed,Yahel,0.696,0.895,8,-6.943,1,0.0536,0.00992,0.887,0.122,0.383,140.008,audio_features,4EEy6euQ9884oj9iCWlvnG,spotify:track:4EEy6euQ9884oj9iCWlvnG,https://api.spotify.com/v1/tracks/4EEy6euQ9884oj9iCWlvnG,https://api.spotify.com/v1/audio-analysis/4EEy6euQ9884oj9iCWlvnG,384120,4
So Haunted,Cut Copy,0.562,0.934,8,-3.268,1,0.0299,0.0272,0.274,0.144,0.572,126.002,audio_features,63MaRhpygmnQk38HQU1gse,spotify:track:63MaRhpygmnQk38HQU1gse,https://api.spotify.com/v1/tracks/63MaRhpygmnQk38HQU1gse,https://api.spotify.com/v1/audio-analysis/63MaRhpygmnQk38HQU1gse,266987,4
Bar Tacuba,Café Tacvba,0.573,0.864,4,-8.82,0,0.0353,0.00551,0.00457,0.103,0.927,161.926,audio_features,6cfiIs1lqqwM6LPBCtj1h3,spotify:track:6cfiIs1lqqwM6LPBCtj1h3,https://api.spotify.com/v1/tracks/6cfiIs1lqqwM6LPBCtj1h3,https://api.spotify.com/v1/audio-analysis/6cfiIs1lqqwM6LPBCtj1h3,233173,4
Too Deep,Girl Talk,0.786,0.774,4,-6.245,0,0.291,0.03,0,0.239,0.757,89.969,audio_features,3sTWGcvCD0u2aqTMuIE9cy,spotify:track:3sTWGcvCD0u2aqTMuIE9cy,https://api.spotify.com/v1/tracks/3sTWGcvCD0u2aqTMuIE9cy,https://api.spotify.com/v1/audio-analysis/3sTWGcvCD0u2aqTMuIE9cy,149333,4
Familiar Ground,Cinematic Orchestra,0.472,0.178,11,-13.836,0,0.0365,0.324,0.139,0.133,0.0802,125.966,audio_features,4KbNjU82q7fX494OGIPg3Z,spotify:track:4KbNjU82q7fX494OGIPg3Z,https://api.spotify.com/v1/tracks/4KbNjU82q7fX494OGIPg3Z,https://api.spotify.com/v1/audio-analysis/4KbNjU82q7fX494OGIPg3Z,276093,4
Thunder Road,Bruce Springsteen,0.369,0.758,5,-5.871,1,0.0364,0.623,1.78e-05,0.531,0.663,140.71,audio_features,56lhDZNQ5J47aog6mGKeGk,spotify:track:56lhDZNQ5J47aog6mGKeGk,https://api.spotify.com/v1/tracks/56lhDZNQ5J47aog6mGKeGk,https://api.spotify.com/v1/audio-analysis/56lhDZNQ5J47aog6mGKeGk,288720,4
Blue Blood,Foals,0.607,0.787,2,-7.698,1,0.043,0.125,0.0323,0.136,0.196,130.423,audio_features,6lMwgZsRXzUjCZ8TJESk6b,spotify:track:6lMwgZsRXzUjCZ8TJESk6b,https://api.spotify.com/v1/tracks/6lMwgZsRXzUjCZ8TJESk6b,https://api.spotify.com/v1/audio-analysis/6lMwgZsRXzUjCZ8TJESk6b,316893,4
Alkime,Soulive,0.559,0.451,0,-10.616,1,0.0419,0.00325,0.087,0.0608,0.294,83.796,audio_features,4ULkDsFqBYzyjOW11aMAWQ,spotify:track:4ULkDsFqBYzyjOW11aMAWQ,https://api.spotify.com/v1/tracks/4ULkDsFqBYzyjOW11aMAWQ,https://api.spotify.com/v1/audio-analysis/4ULkDsFqBYzyjOW11aMAWQ,419600,4
Noc...,Justyna Steczkowska,0.212,0.181,4,-17.915,1,0.0421,0.957,0.803,0.137,0.0481,81.763,audio_features,3npNGByPxPYLekjScr9QlG,spotify:track:3npNGByPxPYLekjScr9QlG,https://api.spotify.com/v1/tracks/3npNGByPxPYLekjScr9QlG,https://api.spotify.com/v1/audio-analysis/3npNGByPxPYLekjScr9QlG,218333,5
Ex-Factor,Lauryn Hill,0.593,0.619,3,-9.003,0,0.0976,0.118,0,0.484,0.668,80.02,audio_features,2VjXGuPVVxyhMgER3Uz2Fe,spotify:track:2VjXGuPVVxyhMgER3Uz2Fe,https://api.spotify.com/v1/tracks/2VjXGuPVVxyhMgER3Uz2Fe,https://api.spotify.com/v1/audio-analysis/2VjXGuPVVxyhMgER3Uz2Fe,326533,4
Do You Hear The People Sing?,Les Misérables - 10th Anniversary Concert,0.49,0.361,0,-15.311,1,0.0447,0.878,0,0.641,0.577,87.716,audio_features,6wHuCeb8uRzLjRtWSd8JGW,spotify:track:6wHuCeb8uRzLjRtWSd8JGW,https://api.spotify.com/v1/tracks/6wHuCeb8uRzLjRtWSd8JGW,https://api.spotify.com/v1/audio-analysis/6wHuCeb8uRzLjRtWSd8JGW,109733,4
Theme From Harry\'s Game,Clannad,0.205,0.255,11,-13.78,1,0.0341,0.952,0.0192,0.115,0.0377,68.685,audio_features,2hcxPnu5RljXH0eMOtctuF,spotify:track:2hcxPnu5RljXH0eMOtctuF,https://api.spotify.com/v1/tracks/2hcxPnu5RljXH0eMOtctuF,https://api.spotify.com/v1/audio-analysis/2hcxPnu5RljXH0eMOtctuF,149027,4
Potential Breakup Song,Aly & AJ,0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038,audio_features,11dxtPJKR4E0wlSr0A0t47,spotify:track:11dxtPJKR4E0wlSr0A0t47,https://api.spotify.com/v1/tracks/11dxtPJKR4E0wlSr0A0t47,https://api.spotify.com/v1/audio-analysis/11dxtPJKR4E0wlSr0A0t47,219773,4
Hold You,ATB,0.695,0.945,9,-6.498,0,0.0314,0.0821,0.815,0.242,0.822,133.973,audio_features,1cJI82e796WvHbE9iLHR8q,spotify:track:1cJI82e796WvHbE9iLHR8q,https://api.spotify.com/v1/tracks/1cJI82e796WvHbE9iLHR8q,https://api.spotify.com/v1/audio-analysis/1cJI82e796WvHbE9iLHR8q,211960,4
Bodies Hit The Floor,Girl Talk,0.647,0.763,5,-9.043,0,0.321,0.0157,0.000703,0.258,0.514,179.93,audio_features,6581a5OtGdwGWlAVmZdVKv,spotify:track:6581a5OtGdwGWlAVmZdVKv,https://api.spotify.com/v1/tracks/6581a5OtGdwGWlAVmZdVKv,https://api.spotify.com/v1/audio-analysis/6581a5OtGdwGWlAVmZdVKv,207320,4
Blindfold,Morcheeba,0.439,0.72,7,-8.42,1,0.044,0.00123,0.117,0.116,0.255,161.953,audio_features,41icxwatoTAnedEnplc06k,spotify:track:41icxwatoTAnedEnplc06k,https://api.spotify.com/v1/tracks/41icxwatoTAnedEnplc06k,https://api.spotify.com/v1/audio-analysis/41icxwatoTAnedEnplc06k,276560,4
Good Girl Gone Bad,Rihanna,0.708,0.553,5,-6.319,0,0.0262,0.0335,0,0.101,0.589,94.977,audio_features,6g1B0hd6rlT3xP3mERUnz8,spotify:track:6g1B0hd6rlT3xP3mERUnz8,https://api.spotify.com/v1/tracks/6g1B0hd6rlT3xP3mERUnz8,https://api.spotify.com/v1/audio-analysis/6g1B0hd6rlT3xP3mERUnz8,213213,4
El Corrido De Julian,Comisarios de la Sierra,0.792,0.646,9,-2.987,1,0.137,0.18,0,0.0453,0.971,149.43,audio_features,13HcRP5t0exjBQrSnNKkWo,spotify:track:13HcRP5t0exjBQrSnNKkWo,https://api.spotify.com/v1/tracks/13HcRP5t0exjBQrSnNKkWo,https://api.spotify.com/v1/audio-analysis/13HcRP5t0exjBQrSnNKkWo,147693,3
Girl Is On My Mind,The Black Keys,0.471,0.836,1,-6.516,0,0.12,0.543,0.00949,0.121,0.38,112.074,audio_features,4KVYCdoWmDa4KS1OY6sgMa,spotify:track:4KVYCdoWmDa4KS1OY6sgMa,https://api.spotify.com/v1/tracks/4KVYCdoWmDa4KS1OY6sgMa,https://api.spotify.com/v1/audio-analysis/4KVYCdoWmDa4KS1OY6sgMa,208173,4
Q-Ball,Brotha Lynch Hung,0.337,0.248,5,-23.19,1,0.0522,0.154,0,0.163,0.196,90.043,audio_features,0x1ddgUTzY8Z30ArcxcJb6,spotify:track:0x1ddgUTzY8Z30ArcxcJb6,https://api.spotify.com/v1/tracks/0x1ddgUTzY8Z30ArcxcJb6,https://api.spotify.com/v1/audio-analysis/0x1ddgUTzY8Z30ArcxcJb6,69933,5
Three Times A Lady,Commodores,0.39,0.0803,8,-20.518,1,0.0306,0.874,0.000639,0.127,0.184,150.503,audio_features,4ztwMHfPZhPoruZdBbgriM,spotify:track:4ztwMHfPZhPoruZdBbgriM,https://api.spotify.com/v1/tracks/4ztwMHfPZhPoruZdBbgriM,https://api.spotify.com/v1/audio-analysis/4ztwMHfPZhPoruZdBbgriM,217427,3
Cherish The Day,Sade,0.68,0.389,8,-13.239,1,0.0545,0.0121,0.0834,0.105,0.68,80.145,audio_features,22QiTJqDn1BIRSh4mkNJ5w,spotify:track:22QiTJqDn1BIRSh4mkNJ5w,https://api.spotify.com/v1/tracks/22QiTJqDn1BIRSh4mkNJ5w,https://api.spotify.com/v1/audio-analysis/22QiTJqDn1BIRSh4mkNJ5w,332133,4
All Apologies,Herbie Hancock,0.659,0.156,5,-16.395,1,0.0313,0.949,0.928,0.0838,0.208,107.325,audio_features,3xA8CCfAh4d81VtPIZA9xK,spotify:track:3xA8CCfAh4d81VtPIZA9xK,https://api.spotify.com/v1/tracks/3xA8CCfAh4d81VtPIZA9xK,https://api.spotify.com/v1/audio-analysis/3xA8CCfAh4d81VtPIZA9xK,308200,4
Blackbird,Sony Wonder,0.298,0.0641,7,-22.316,1,0.0348,0.98,0.941,0.213,0.0431,64.426,audio_features,1MWrm2BfQuki4vt8AKyBOA,spotify:track:1MWrm2BfQuki4vt8AKyBOA,https://api.spotify.com/v1/tracks/1MWrm2BfQuki4vt8AKyBOA,https://api.spotify.com/v1/audio-analysis/1MWrm2BfQuki4vt8AKyBOA,216067,4
To Know Him Is To Love Him,Amy Winehouse,0.479,0.196,7,-8.667,0,0.0476,0.934,0.000122,0.0827,0.366,170.407,audio_features,1Nz1PPjU3ONNEgjg8Pkppg,spotify:track:1Nz1PPjU3ONNEgjg8Pkppg,https://api.spotify.com/v1/tracks/1Nz1PPjU3ONNEgjg8Pkppg,https://api.spotify.com/v1/audio-analysis/1Nz1PPjU3ONNEgjg8Pkppg,145067,3
Playground Love,Air,0.33,0.423,7,-10.504,0,0.0279,0.265,0.731,0.347,0.117,143.086,audio_features,052z2UsE2wPrHsBJ9tly0g,spotify:track:052z2UsE2wPrHsBJ9tly0g,https://api.spotify.com/v1/tracks/052z2UsE2wPrHsBJ9tly0g,https://api.spotify.com/v1/audio-analysis/052z2UsE2wPrHsBJ9tly0g,211500,4
Salt Skin,Ellie Goulding,0.495,0.861,0,-5.328,0,0.0482,0.113,0.00347,0.105,0.762,172.047,audio_features,6yKpXsVosWRKb5mOsJDTpH,spotify:track:6yKpXsVosWRKb5mOsJDTpH,https://api.spotify.com/v1/tracks/6yKpXsVosWRKb5mOsJDTpH,https://api.spotify.com/v1/audio-analysis/6yKpXsVosWRKb5mOsJDTpH,255960,4
For The Dishwasher,GRANDADDY,0.333,0.406,4,-10.915,1,0.0317,0.037,0.0541,0.137,0.0606,162.104,audio_features,1vsqI5TIx3XlpmaqFDHLpB,spotify:track:1vsqI5TIx3XlpmaqFDHLpB,https://api.spotify.com/v1/tracks/1vsqI5TIx3XlpmaqFDHLpB,https://api.spotify.com/v1/audio-analysis/1vsqI5TIx3XlpmaqFDHLpB,233240,4
Sugar Sugar,The Archies,0.757,0.725,2,-7.259,1,0.0275,0.399,0,0.108,0.965,122.439,audio_features,6MTd61g9zq6CB1FnJydjEb,spotify:track:6MTd61g9zq6CB1FnJydjEb,https://api.spotify.com/v1/tracks/6MTd61g9zq6CB1FnJydjEb,https://api.spotify.com/v1/audio-analysis/6MTd61g9zq6CB1FnJydjEb,167213,4
It Don\'t Matter,Donavon Frankenreiter,0.937,0.528,0,-6.305,1,0.0353,0.0952,1.1e-06,0.237,0.766,104.96,audio_features,2UjGyCvayHjGihV3oLhD8a,spotify:track:2UjGyCvayHjGihV3oLhD8a,https://api.spotify.com/v1/tracks/2UjGyCvayHjGihV3oLhD8a,https://api.spotify.com/v1/audio-analysis/2UjGyCvayHjGihV3oLhD8a,186000,4
Bebot,Black Eyed Peas,0.701,0.51,0,-6.289,1,0.448,0.243,0,0.66,0.618,104.65,audio_features,6Kgaa496HC0JNIFNboEQjU,spotify:track:6Kgaa496HC0JNIFNboEQjU,https://api.spotify.com/v1/tracks/6Kgaa496HC0JNIFNboEQjU,https://api.spotify.com/v1/audio-analysis/6Kgaa496HC0JNIFNboEQjU,210200,4
La Chabraque,Michèle Arnaud,0.47,0.171,9,-12.743,0,0.0627,0.925,3.71e-06,0.209,0.276,142.377,audio_features,6Vgm5mqQxHTjiJxTeg42GM,spotify:track:6Vgm5mqQxHTjiJxTeg42GM,https://api.spotify.com/v1/tracks/6Vgm5mqQxHTjiJxTeg42GM,https://api.spotify.com/v1/audio-analysis/6Vgm5mqQxHTjiJxTeg42GM,213760,4
Accidental Babies,Damien Rice,0.402,0.113,0,-16.583,1,0.0384,0.936,0.0145,0.0928,0.181,128.539,audio_features,1fOvW60gaeWtUCgjneOxnS,spotify:track:1fOvW60gaeWtUCgjneOxnS,https://api.spotify.com/v1/tracks/1fOvW60gaeWtUCgjneOxnS,https://api.spotify.com/v1/audio-analysis/1fOvW60gaeWtUCgjneOxnS,393867,4
Emotion,Daft Punk,0.344,0.613,7,-6.881,1,0.0369,0.000555,0.232,0.192,0.053,98.305,audio_features,3PsJ6zisndTa3F9eOjBfCc,spotify:track:3PsJ6zisndTa3F9eOjBfCc,https://api.spotify.com/v1/tracks/3PsJ6zisndTa3F9eOjBfCc,https://api.spotify.com/v1/audio-analysis/3PsJ6zisndTa3F9eOjBfCc,417320,4
No Llores Por Mi,Enrique Iglesias,0.544,0.592,11,-7.73,1,0.0259,0.0785,0.00029,0.131,0.311,133.971,audio_features,1qZPQqoomnPzHKGjvn136r,spotify:track:1qZPQqoomnPzHKGjvn136r,https://api.spotify.com/v1/tracks/1qZPQqoomnPzHKGjvn136r,https://api.spotify.com/v1/audio-analysis/1qZPQqoomnPzHKGjvn136r,251440,4
Where You\'ll Find Me Now,Neutral Milk Hotel,0.176,0.327,0,-16.0,1,0.0327,0.0454,0.0412,0.472,0.148,93.676,audio_features,1c7ZaXMJKgOFXet5W59B8s,spotify:track:1c7ZaXMJKgOFXet5W59B8s,https://api.spotify.com/v1/tracks/1c7ZaXMJKgOFXet5W59B8s,https://api.spotify.com/v1/audio-analysis/1c7ZaXMJKgOFXet5W59B8s,244067,4
April Showers,Sugarland,0.454,0.679,0,-4.534,1,0.0299,0.443,0,0.112,0.121,84.115,audio_features,5EshbeEsnU2pEmLyWZHwqn,spotify:track:5EshbeEsnU2pEmLyWZHwqn,https://api.spotify.com/v1/tracks/5EshbeEsnU2pEmLyWZHwqn,https://api.spotify.com/v1/audio-analysis/5EshbeEsnU2pEmLyWZHwqn,204133,4
I Gotta Feeling,Black Eyed Peas,0.744,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.966,audio_features,2H1047e0oMSj10dgp7p2VG,spotify:track:2H1047e0oMSj10dgp7p2VG,https://api.spotify.com/v1/tracks/2H1047e0oMSj10dgp7p2VG,https://api.spotify.com/v1/audio-analysis/2H1047e0oMSj10dgp7p2VG,289133,4
I Am The Highway,Audioslave,0.341,0.662,9,-5.023,0,0.0335,0.105,0,0.113,0.2,174.875,audio_features,3bwAS8cN7Xtzvv5UurJOOX,spotify:track:3bwAS8cN7Xtzvv5UurJOOX,https://api.spotify.com/v1/tracks/3bwAS8cN7Xtzvv5UurJOOX,https://api.spotify.com/v1/audio-analysis/3bwAS8cN7Xtzvv5UurJOOX,334907,4
My Baby Left Me,Creedence Clearwater Revival,0.661,0.784,4,-7.056,0,0.0513,0.0171,3e-05,0.0358,0.966,118.751,audio_features,3KvQK0HNBjID5vHjlcq6uG,spotify:track:3KvQK0HNBjID5vHjlcq6uG,https://api.spotify.com/v1/tracks/3KvQK0HNBjID5vHjlcq6uG,https://api.spotify.com/v1/audio-analysis/3KvQK0HNBjID5vHjlcq6uG,138507,4
Song From A Secret Garden,Secret Garden,0.226,0.303,0,-10.866,0,0.0374,0.897,0.878,0.162,0.094,66.727,audio_features,5pSxOv6lbvdz2fddSUPdSA,spotify:track:5pSxOv6lbvdz2fddSUPdSA,https://api.spotify.com/v1/tracks/5pSxOv6lbvdz2fddSUPdSA,https://api.spotify.com/v1/audio-analysis/5pSxOv6lbvdz2fddSUPdSA,214787,4
My Saro Jane,The Grascals,0.489,0.786,3,-5.639,1,0.0399,0.293,3.75e-05,0.339,0.908,158.934,audio_features,2FLVI0y7FnsA3K4ty8JRQT,spotify:track:2FLVI0y7FnsA3K4ty8JRQT,https://api.spotify.com/v1/tracks/2FLVI0y7FnsA3K4ty8JRQT,https://api.spotify.com/v1/audio-analysis/2FLVI0y7FnsA3K4ty8JRQT,151666,4
This Is Not A Test,She & Him,0.548,0.697,2,-4.798,1,0.0321,0.325,1.29e-06,0.0637,0.649,122.736,audio_features,2hGayfbtMSCJRM3fk7VOYk,spotify:track:2hGayfbtMSCJRM3fk7VOYk,https://api.spotify.com/v1/tracks/2hGayfbtMSCJRM3fk7VOYk,https://api.spotify.com/v1/audio-analysis/2hGayfbtMSCJRM3fk7VOYk,210667,4
Roulette Dares (The Haunt Of),The Mars Volta,0.2,0.923,9,-5.075,0,0.267,0.00577,0.00789,0.278,0.24,160.092,audio_features,32Uk6r7BFqNfpUVOFuQZFk,spotify:track:32Uk6r7BFqNfpUVOFuQZFk,https://api.spotify.com/v1/tracks/32Uk6r7BFqNfpUVOFuQZFk,https://api.spotify.com/v1/audio-analysis/32Uk6r7BFqNfpUVOFuQZFk,450627,3
Flipside,Everything But The Girl,0.69,0.643,10,-12.669,0,0.0448,0.0394,0.139,0.0768,0.367,97.56,audio_features,2O5bTbSqabaP1CS2JJPWS2,spotify:track:2O5bTbSqabaP1CS2JJPWS2,https://api.spotify.com/v1/tracks/2O5bTbSqabaP1CS2JJPWS2,https://api.spotify.com/v1/audio-analysis/2O5bTbSqabaP1CS2JJPWS2,273467,4
Can\'t You See,The Marshall Tucker Band,0.539,0.732,7,-6.622,1,0.0349,0.0667,0.000499,0.145,0.306,164.055,audio_features,7wuwHuxOTcmosCXDdXwh9H,spotify:track:7wuwHuxOTcmosCXDdXwh9H,https://api.spotify.com/v1/tracks/7wuwHuxOTcmosCXDdXwh9H,https://api.spotify.com/v1/audio-analysis/7wuwHuxOTcmosCXDdXwh9H,358927,4
James Brown,Cage The Elephant,0.412,0.966,10,-3.007,0,0.0384,0.000502,0,0.225,0.736,143.09,audio_features,2bQv3yAOjVFO7hcVpqyyVc,spotify:track:2bQv3yAOjVFO7hcVpqyyVc,https://api.spotify.com/v1/tracks/2bQv3yAOjVFO7hcVpqyyVc,https://api.spotify.com/v1/audio-analysis/2bQv3yAOjVFO7hcVpqyyVc,200680,4
Luvstruck,Southside Spinners,0.733,0.952,0,-8.691,1,0.0608,0.00561,0.804,0.321,0.499,138.034,audio_features,2ar1AExas2azDSQbbeuhbL,spotify:track:2ar1AExas2azDSQbbeuhbL,https://api.spotify.com/v1/tracks/2ar1AExas2azDSQbbeuhbL,https://api.spotify.com/v1/audio-analysis/2ar1AExas2azDSQbbeuhbL,272560,4
In The Closet,Michael Jackson,0.877,0.781,11,-3.775,0,0.0691,0.117,0.000746,0.149,0.606,110.494,audio_features,5Fy40smNxk0j5OpFMtvfaU,spotify:track:5Fy40smNxk0j5OpFMtvfaU,https://api.spotify.com/v1/tracks/5Fy40smNxk0j5OpFMtvfaU,https://api.spotify.com/v1/audio-analysis/5Fy40smNxk0j5OpFMtvfaU,390573,4
Alright Hear This,Beastie Boys,0.791,0.901,5,-8.115,0,0.27,0.14,0.000951,0.558,0.716,101.402,audio_features,6wk5UGbiAMNaSuhy8Hb7Pr,spotify:track:6wk5UGbiAMNaSuhy8Hb7Pr,https://api.spotify.com/v1/tracks/6wk5UGbiAMNaSuhy8Hb7Pr,https://api.spotify.com/v1/audio-analysis/6wk5UGbiAMNaSuhy8Hb7Pr,186921,4
The Prime Time Of Your Life,Daft Punk,0.503,0.507,9,-7.243,1,0.181,4.51e-05,0.514,0.288,0.0987,128.606,audio_features,2ABpuao3ZbTjP2cSiX9KZc,spotify:track:2ABpuao3ZbTjP2cSiX9KZc,https://api.spotify.com/v1/tracks/2ABpuao3ZbTjP2cSiX9KZc,https://api.spotify.com/v1/audio-analysis/2ABpuao3ZbTjP2cSiX9KZc,263240,4
Mud On The Tires,Brad Paisley,0.445,0.744,2,-7.978,1,0.0424,0.343,6.73e-05,0.167,0.48,185.199,audio_features,4AQWKGBWTR7fVuUKxi5sKE,spotify:track:4AQWKGBWTR7fVuUKxi5sKE,https://api.spotify.com/v1/tracks/4AQWKGBWTR7fVuUKxi5sKE,https://api.spotify.com/v1/audio-analysis/4AQWKGBWTR7fVuUKxi5sKE,208267,4
Sing Me Spanish Techno,The New Pornographers,0.557,0.888,9,-3.852,1,0.0313,0.00905,0,0.354,0.699,129.058,audio_features,15wfDoEoLTjAdD8ycliy4v,spotify:track:15wfDoEoLTjAdD8ycliy4v,https://api.spotify.com/v1/tracks/15wfDoEoLTjAdD8ycliy4v,https://api.spotify.com/v1/audio-analysis/15wfDoEoLTjAdD8ycliy4v,256600,4
Why!...,Enigma,0.58,0.637,4,-10.281,0,0.0434,0.206,0.139,0.128,0.304,81.981,audio_features,0J0ZKb0gHNVIITfF8kZW4S,spotify:track:0J0ZKb0gHNVIITfF8kZW4S,https://api.spotify.com/v1/tracks/0J0ZKb0gHNVIITfF8kZW4S,https://api.spotify.com/v1/audio-analysis/0J0ZKb0gHNVIITfF8kZW4S,299373,4
Oh No,Andrew Bird,0.804,0.467,0,-10.345,0,0.042,0.554,0.00188,0.101,0.368,119.648,audio_features,4BqwtA09d5FIHbdL3FZRxi,spotify:track:4BqwtA09d5FIHbdL3FZRxi,https://api.spotify.com/v1/tracks/4BqwtA09d5FIHbdL3FZRxi,https://api.spotify.com/v1/audio-analysis/4BqwtA09d5FIHbdL3FZRxi,260760,4
Mama,Spice Girls,0.615,0.734,8,-9.328,1,0.0321,0.345,0.543,0.0963,0.811,95.848,audio_features,3dNv3OuX6ol9si6PZ9KSAh,spotify:track:3dNv3OuX6ol9si6PZ9KSAh,https://api.spotify.com/v1/tracks/3dNv3OuX6ol9si6PZ9KSAh,https://api.spotify.com/v1/audio-analysis/3dNv3OuX6ol9si6PZ9KSAh,304960,4
Crazy Love,Brian McKnight,0.677,0.497,9,-8.312,1,0.0259,0.21,0,0.117,0.338,130.126,audio_features,2eCbt6XUilxuWotHnydmsc,spotify:track:2eCbt6XUilxuWotHnydmsc,https://api.spotify.com/v1/tracks/2eCbt6XUilxuWotHnydmsc,https://api.spotify.com/v1/audio-analysis/2eCbt6XUilxuWotHnydmsc,241933,4
